description	biosample	sra	organism	host	date	location	   elevation	lat_lon
MIMARKS Specimen sample from root metagenome	SAMN07142957	SRS2209398	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07142959	SRS2209404	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07142973	SRS2209397	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07142989	SRS2209365	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07142975	SRS2209410	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07142968	SRS2209380	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07143060	SRS2209393	root metagenome	Arabis alpina	Jul-2013	France: Col du Galibier	NA	45.060678 6.402445
MIMARKS Specimen sample from root metagenome	SAMN07143059	SRS2209366	root metagenome	Arabis alpina	Jul-2013	France: Col du Galibier	NA	45.060678 6.402445
MIMARKS Specimen sample from root metagenome	SAMN07143073	SRS2209357	root metagenome	Arabis alpina	Sep-2014	France: Col du Galibier	NA	45.060678 6.402445
MIMARKS Specimen sample from root metagenome	SAMN07143061	SRS2209390	root metagenome	Arabis alpina	Sep-2014	France: Col du Galibier	NA	45.060678 6.402445
MIMARKS Specimen sample from root metagenome	SAMN07142965	SRS2209371	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07142963	SRS2209355	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07142970	SRS2209383	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07143017	SRS2209378	root metagenome	Arabis alpina	Oct-2014	Germany:greenhouse university of Cologne	NA	50.926767 6.936018
MIMARKS Specimen sample from root metagenome	SAMN07143039	SRS2209396	root metagenome	Arabis alpina	Oct-2014	Germany:greenhouse university of Cologne	NA	50.926767 6.936018
MIMARKS Specimen sample from root metagenome	SAMN07143007	SRS2209405	root metagenome	Arabis alpina	Oct-2014	Germany:greenhouse university of Cologne	NA	50.926767 6.936018
MIMARKS Specimen sample from root metagenome	SAMN07143014	SRS2209369	root metagenome	Arabis alpina	Oct-2014	Germany:greenhouse university of Cologne	NA	50.926767 6.936018
MIMARKS Specimen sample from root metagenome	SAMN07143006	SRS2209403	root metagenome	Arabis alpina	Oct-2014	Germany:greenhouse university of Cologne	NA	50.926767 6.936018
MIMARKS Specimen sample from root metagenome	SAMN07143021	SRS2209386	root metagenome	Arabis alpina	Oct-2014	Germany:greenhouse university of Cologne	NA	50.926767 6.936018
MIMARKS Specimen sample from root metagenome	SAMN07143009	SRS2209353	root metagenome	Arabis alpina	Oct-2014	Germany:greenhouse university of Cologne	NA	50.926767 6.936018
MIMARKS Specimen sample from root metagenome	SAMN07143025	SRS2209389	root metagenome	Arabis alpina	Oct-2014	Germany:greenhouse university of Cologne	NA	50.926767 6.936018
MIMARKS Specimen sample from root metagenome	SAMN07143005	SRS2209402	root metagenome	Arabis alpina	Oct-2014	Germany:greenhouse university of Cologne	NA	50.926767 6.936018
MIMARKS Specimen sample from root metagenome	SAMN07143028	SRS2209408	root metagenome	Arabis alpina	Oct-2014	Germany:greenhouse university of Cologne	NA	50.926767 6.936018
MIMARKS Specimen sample from root metagenome	SAMN07142964	SRS2209354	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07142966	SRS2209368	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07142988	SRS2209362	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07142967	SRS2209379	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07143050	SRS2209356	root metagenome	not applicable	Oct-2014	Germany:University of Cologne	NA	50.926767 6.936018
MIMARKS Specimen sample from root metagenome	SAMN07142961	SRS2209349	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07143011	SRS2209348	root metagenome	Arabis alpina	Oct-2014	Germany:greenhouse university of Cologne	NA	50.926767 6.936018
MIMARKS Specimen sample from root metagenome	SAMN07136444	SRS2206229	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07136444	SRS2206229	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07136444	SRS2206229	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07136443	SRS2206228	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07136443	SRS2206228	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07136443	SRS2206228	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07136445	SRS2206230	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07136445	SRS2206230	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07136445	SRS2206230	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07136447	SRS2206232	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07136447	SRS2206232	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07136447	SRS2206232	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07136446	SRS2206231	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07136446	SRS2206231	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07136446	SRS2206231	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07136448	SRS2206233	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07136448	SRS2206233	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07136448	SRS2206233	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07142962	SRS2209350	root metagenome	Arabis alpina	Sep-2013	France: Joseph Fourier Alpine Station	NA	45.036455 6.399846
MIMARKS Specimen sample from root metagenome	SAMN07143010	SRS2209347	root metagenome	Arabis alpina	Oct-2014	Germany:greenhouse university of Cologne	NA	50.926767 6.936018
Metagenome or environmental sample from fungus metagenome	SAMN09930314	SRS3722633	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930323	SRS3722628	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930326	SRS3722595	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930327	SRS3722596	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930328	SRS3722593	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930329	SRS3722594	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930330	SRS3722590	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930332	SRS3722588	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930315	SRS3722634	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930333	SRS3722592	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930334	SRS3722622	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930335	SRS3722621	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930336	SRS3722620	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930337	SRS3722642	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930339	SRS3722625	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930340	SRS3722624	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930341	SRS3722623	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930342	SRS3722614	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930316	SRS3722635	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930343	SRS3722613	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930344	SRS3722587	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930345	SRS3722589	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930346	SRS3722604	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930347	SRS3722605	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930348	SRS3722583	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930349	SRS3722584	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930350	SRS3722585	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930351	SRS3722586	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930352	SRS3722640	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930317	SRS3722636	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930353	SRS3722603	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930354	SRS3722612	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930355	SRS3722611	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930356	SRS3722598	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930357	SRS3722638	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930359	SRS3722615	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930360	SRS3722618	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930361	SRS3722617	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930362	SRS3722608	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930318	SRS3722629	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930363	SRS3722606	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930364	SRS3722641	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930365	SRS3722601	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930366	SRS3722607	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930367	SRS3722637	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930368	SRS3722639	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930370	SRS3722600	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930371	SRS3722602	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930372	SRS3722610	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930319	SRS3722630	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930321	SRS3722632	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930320	SRS3722631	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930322	SRS3722627	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930324	SRS3722597	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930325	SRS3722619	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930331	SRS3722591	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930338	SRS3722626	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5663 116.0046
Metagenome or environmental sample from fungus metagenome	SAMN09930358	SRS3722616	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930369	SRS3722599	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from fungus metagenome	SAMN09930373	SRS3722609	fungus metagenome	NA	15-Sep-2014	Australia: Northern Jarrah Forest	NA	-32.5627 116.0094
Metagenome or environmental sample from soil metagenome	SAMN09387457	SRS3403050	soil metagenome	NA	2012-11-11	Australia: Wog Wog, New South Wales	375 m	-37.0799291 149.4707936
Metagenome or environmental sample from soil metagenome	SAMN09387467	SRS3402897	soil metagenome	NA	2012-11-11	Australia: Wog Wog, New South Wales	375 m	-37.0785 149.4718833
Metagenome or environmental sample from soil metagenome	SAMN09387572	SRS3402964	soil metagenome	NA	2012-11-11	Australia: Wog Wog, New South Wales	375 m	-37.0619 149.4590833
